URL,Headings,Paragraphs
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=126:q-a-forum&catid=2&lang=en&Itemid=295,," Questions related to sexually transmitted infections The symptoms depend on the STI you have. Mostly there will be few, or no symptoms and you might not know you have an STI. If there is risky sexual exposure, go to an STD clinic and get yourself tested. The symptoms of STIs in males are, The symptoms depend on the STI you have. Mostly, there will be few, or no symptoms, and they might not know that they have an STI. The symptoms of STIs in females are, Yes, treatment is available for STIs, Some STIs can be completely cured. Some can be controlled to relieve symptoms. STIs caused by bacteria can be treated with antibiotics, but STIs caused by viruses may not be cured, although they can be managed. HIV-related questions For further info Without any medication, about half the people with HIV would develop AIDS within 10 years of becoming infected. This time varies greatly from person to person and depends on many factors. There are host-specific and virus-related factors that influence the progression of HIV infection. Anti-retroviral treatment has dramatically changed the progression time between HIV infection and the development of AIDS. HIV is not transmitted by kissing, so kissing on the cheek is very safe. Your unbroken skin is a good barrier even if the other person has the virus. No one has become infected by such ordinary social contact as dry kisses, hugs, and handshakes. Open-mouth kissing is considered a very low-risk activity for the transmission of HIV. However, prolonged open-mouth kissing could damage the mouth or lips and allow HIV to pass from an infected person to a partner and then enter the body through cuts or sores in the mouth. The only way to find out whether you are infected with HIV or not is to get an HIV test done. There is no test to identify HIV just after infection. There is a time lag between HIV entering the body and when a test can detect the virus or the antibodies developed in the body against the virus. It is called the ""window period."" So, if you test too soon, there is a possibility that you may get a falsely negative result. The window period varies according to the test that you are being tested with. The combined antigen-antibody test, which is used in our clinics for screening, can pick up the viral antigen (P24) in 2 to 6 weeks after infection. But the window period from finger prick rapid detection or oraquick (Saliva) test may take a little longer.  Almost every HIV-positive individual has detectable antibodies at 3 months. There are only three ways in which HIV can be transmitted from one person to another. Important to note, HIV is present in blood and semen, which means that this is a possible transmission route. There may be an increased risk if there is ejaculation, bleeding gums or sores anywhere in the mouth or around the lips (or genitals), or inflammation caused by common throat infections or sexually transmitted infections. Other STIs like syphilis, herpes, and gonorrhoea can be transmitted through oral sex. HIV is not transmitted by kissing, so kissing on the cheek is very safe. Your unbroken skin is a good barrier even if the other person has the virus. No one has become infected by such ordinary social contact as dry kisses, hugs, and handshakes. Open-mouth kissing is considered a very low-risk activity for the transmission of HIV. However, prolonged open-mouth kissing could damage the mouth or lips and allow HIV to pass from an infected person to a partner and then enter the body through cuts or sores in the mouth. True. There is no barrier to getting married if you have an STI or HIV. But you must take all the precautions to prevent your marital partner from acquiring the illness from you. If it is HIV, you should come to regular clinic visits, keep your viral load undetectable, and always use condoms. We encourage the divulgence of your status to your partner, which helps in a healthy and responsible relationship. Using condoms correctly and consistently can prevent HIV transmission from an infected person to a partner. If you are already infected, taking HIV medicines as prescribed by your doctor is of utmost importance since the transmission risk is zero if your viral load is undetectable. (U=U Undetectable=Untransmittable). If there is a difficulty in using condoms consistently, there is another method of HIV prevention called Pre- Exposure Prophylaxis (PrEP) where people who don’t have HIV take HIV medication to reduce their risk of getting HIV. PrEP is also available in STD clinics, and you can discuss with the doctor your suitability. Masturbation is a healthy form of sexual gratification. It does not have a risk of acquiring a sexually transmitted infection or any chance of pregnancy. It can help you reduce stress, improve your mood, and relax. But some people don't masturbate. Those people are also considered normal. But it will be problematic if you get addicted to masturbation and addicted to pornography, which would affect your day-to-day activities and lead to low sexual sensations during sexual intercourse. The size of the penis varies among different individuals. A micro penis is an abnormality that is diagnosed medically when the size of the erect penis is less than 3 inches, but it is only present in less than 1% of the population. The size of the penis does not affect the sexual satisfaction of the male or his partner, and there are no approved medications to increase the size of the penis. For further info It is a method of HIV prevention to be taken before possible exposure to HIV infection. It can be taken daily or event-driven basis. This is available from the STD clinic network. For further info A range of services including counselling, testing, and Post Exposure prophylaxis (PEP) is available for you. Please visit the nearest STD clinic or call the PEP hotline for further information.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=107:advocacy-and-training-services&catid=2&lang=en&Itemid=129,,"Welcome to the Sexual Health Promotion page of the National STD/AIDS Control Programme (NSACP) of Sri Lanka. This page provides you with information, resources, and guidance on how to maintain and promote your sexual health. Sexual health requires a positive and respectful approach to sexuality and sexual relationships and the possibility of having pleasurable and safe sexual experiences free of coercion, discrimination, and violence. There is a broad range of sexual health-related issues, such as sexual orientation, gender identity, sexual expression, relationships, and pleasure. They also include negative consequences or conditions, such as: To promote sexual health, it is essential to have access to accurate information and resources. We offer educational resources, such as videos, brochures, and posters, which are available for download and use in health promotion activities. In addition, the National STD/AIDS Control Programme provides training for healthcare providers and community-based organizations to increase awareness of sexual and reproductive health and improve access to sexual health services. We believe that everyone has the right to sexual health and access to sexual health services without stigma or discrimination. Visit us to preserve your sexual health rights and for free access to sexual and reproductive health (SRH) services available in Sri Lanka, while safeguarding your privacy and confidentiality. Gender-Based Violence (GBV) During the clinical assessments at sexual health clinics, we identify females who currently experience intimate partner violence (IPV) and domestic violence. Those females will be provided with extensive counselling apart from empowerment with knowledge (on sexual and reproductive health, human rights, HIV and STI symptoms, modes of transmission/ and prevention, facilities available in the government and private sector, and contraceptive methods), skills, and confidence to tackle them. Depending on the extent of the physical and mental insult, females will be referred to relevant specialties such as psychiatry, gynaecology, surgery, etc. for further management. Hence, healthcare workers at NSACP will be a part of the multidisciplinary team that manages and cares for GBV victims. Furthermore, the victims will be referred to legal and social services whenever necessary. Sexual Dysfunction Sexual health clinics are conducted every Monday (except for public holidays) at NSACP by qualified doctors. There, people will be educated on various aspects of sexual and reproductive health. There are various causes leading to sexual dysfunction among males and females. They will be assessed according to their history as well as by clinical examination, and necessary investigations will be arranged accordingly.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=102:awareness-campaigns&catid=2&lang=en&Itemid=263,,"The National STD/AIDS Control Programme (NSACP) is responsible for implementing HIV/STI awareness programs in Sri Lanka. The NSACP works with various organizations, including government agencies, non-governmental organizations (NGOs), and community-based organizations, to implement these programs. HIV/STI awareness programs are implemented to educate the general public, particularly young people and high-risk groups, about the risks of HIV and other STIs, promote safe sexual practices and encourage people to get tested for HIV and other STIs. If you are interested in organizing an awareness program in your area/at your workplace/institute, contact the National STD/AIDS Control program or the closest STD clinic. If you are interested in organizing an awareness program in your area/at your workplace/institute, contact the National STD/AIDS Control program or the closest STD clinic.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=100:hiv-treatment-and-care&catid=2&lang=en&Itemid=258,,"We provide medications for HIV infection, also known as antiretroviral medication (ART), to people living with HIV. All services, including drugs and laboratory tests, are provided free of charge. We consider your confidentiality a top priority. There are 30 ART centres established island-wide for service provision. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=23:public-q-a&catid=12&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=19:publications&catid=12&lang=en&Itemid=139,,"SAMPLE COLLECTION MANUAL FOR ANTENATAL CLINICSMANUAL FOR ANTENATAL CLINICS FACILITATORS’ MANUAL ON DATA SAFETY AND SECURITY MEASURES IN THE KEY POPULATION PROGRAM ON DATA SAFETY AND SECURITY MEASURES IN THE KEY POPULATION PROGRAM STANDARD OPERATING GUIDANCE ON PROGRAMMATIC MAPPING AND VALIDATION PROGRAMMATIC MAPPING AND VALIDATION USER MANUAL FOR POLLING BOOTH ACTIVITIES FACILITATORS’ MANUAL ON RISK PROFILING AND MICRO-PLANNING FACILITATORS’ MANUAL ON ADDRESSING STIGMA AND DISCRIMINATION AMONG KEY POPULATIONS IN SRI LANKA  Assessment Of Knowledge, attitudes, and practices among police officers on HIV, Key Populations at risk of HIV and Laws affecting service provision for Key Populations IN Sri Lanka National Size estimation of the Most at Risk Population for HIV in Sri Lanka- Part I/Part II Behavioral Surveillance (IBBS) Survey among Key Populations at Higher Risk of HIV in Sri Lanka National STD / AIDS Control Programme - HIV Sero Surveillance Reports    The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=16:training&catid=11&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=7:programme-areas&catid=9&lang=en&Itemid=128,,"The Director of the National STD/AIDS Control Programme is responsible for the administrative functions of the NSACP in consultation with the senior management team. The administration is responsible for human resource management, implementation of the National Strategic Plan, overseeing financial matters, coordinating the partnership with all stakeholders and provision of guidance to peripheral STD clinics. Director The accountant and the finance team of the National STD/AIDS Control Programme are responsible for the financial management of the institution, in consultation with the senior management team and director. The finance team is responsible for the preparation of budget estimates, record keeping, internal audits, procurement procedures, overseeing financial matters, and maintaining stores and inventory management. Accountant This program area is responsible for the identification, needs assessment, planning, and implementation of strategies and activities for human resource development in the National STD/AIDS Control Programme and partner organizations. These groups include undergraduate and post-graduate trainees in the fields of medicine, other healthcare categories, and key population members. Other important areas include organizing local and foreign training programs, counselling workshops, refresher training programs, clinical meetings, and journal clubs. Development and regular updating of national policies, strategies, guidelines, training curricula, and materials for the implementation of training and capacity-building services in Sri Lanka. National Programme consultant The overall responsibility of this unit is to provide quality assured care for people infected or affected by sexually transmitted Infections (STI) through NSACP’s island-wide clinic network in collaboration with the National AIDS Committee support group and Senior management team of NSACP. Broader areas include treatment and care of STIs and prevention of mother-to-child transmission of STIs, development and update of various policies, protocols, SOPs, and guidelines for the management of STIs. Monitor and improve quality and access to STI care services. National Programme consultant This programme area is responsible for the prevention of mother-to-child transmission of HIV in Sri Lanka through an integrated approach with the maternal and child health services, the National AIDS Committee technical group and the Senior Management Team of NSACP. Sri Lanka was certified by WHO as a country that eliminated mother-to-child transmission of HIV and syphilis in 2020. Revalidation of the same was done in 2021. Broader areas include the prevention of HIV in females of childbearing age and unintended pregnancies in women with HIV and care and support services for people with HIV, including key population members. Other important areas include advocacy, inter-sectoral coordination, development and update of various policies, protocols, SOPs, and guidelines for EMTCT. Monitor and improve the quality and access to PMTCT services. National Programme consultant The overall responsibility of this programme area is to provide treatment, care, and support for people living with and affected by HIV/AIDS with an integrated approach through the National AIDS Committee technical group and the Senior Management Team of NSACP. Broader areas include policy and HIV treatment, care, and support services for people living with and affected by HIV/AIDS and prevention of HIV with pre and post-exposure prophylaxis in Sri Lanka. Also, reducing stigma and increase access to HIV and care and support services for people living with HIV, including key population members. Other important areas include advocacy, inter-sectoral coordination, and the development and update of various policies, protocols, SOPs, and guidelines for HIV care services. Monitor and improve the quality and access to HIV care services. National Programme consultant This programme area is responsible for the planning and implementation of HIV testing services in Sri Lanka with an integrated approach between the National AIDS Committee technical group and the Senior Management Team of NSACP. Broader areas include the promotion of testing services, mitigation of stigma and discrimination related to HIV testing, and advocacy with a special emphasis on key population members. Other important areas include advocacy, inter-sectoral coordination, and the development and update of various policies, protocols, SOPs, and guidelines for HIV testing services. Monitor and improve the quality and access to HIV testing services. National Programme consultant This program area is responsible for the provision of high-quality STI/HIV laboratory services within the limits and according to the provisions of the Ministry of Health, Sri Lanka for the National STD/AIDS Control Programme. Activities are planned with an integrated approach by the National AIDS Committee technical group and the Senior Management Team of NSACP. Broader areas include the development of quality laboratory testing services in the STD clinic network, quality assurance and technical assistance for laboratory services, antimicrobial resistance surveillance, and infection control. Other important areas include advocacy, inter-sectoral coordination, and the development and update of various policies, protocols, SOPs, and guidelines for laboratory services. National Programme consultant This programme area is responsible for the planning and implementation of information, education, communication (IEC), advocacy, and promotion of means of prevention among most at-risk populations and the general population in Sri Lanka. Activities are planned with an integrated approach by the National AIDS Committee technical group and the Senior Management Team of NSACP. Broader areas include advocacy to stakeholders, development of IEC material, Promotion of prevention methods (Condoms etc.), organizing of awareness events of national importance like World AIDS Day etc. Other important areas include inter-sectoral coordination, development and update of various policies, protocols, SOPs, and guidelines for IEC, advocacy, and condom promotion. Monitor and improve quality and access to IEC, advocacy, and condom promotion. National Programme consultant This programme area is responsible for planning, monitoring, evaluation, and implementation of intervention strategies and mainstreaming of STI/HIV trends and facts to sectors to address risk and vulnerability issues. Activities are planned with an integrated approach by the National AIDS Committee technical group and the Senior Management Team of NSACP. Broader areas include prevention of HIV/STI through intersectoral coordination, planning and implementation of awareness and training of trainer programs for sectors including prisons, police, armed forces, the tourism sector, migrants and youth. It is the project focal point for GFATM R9. Other important areas include working towards a supportive environment for key populations, gender-related issues, stigma mitigation, advocacy to police about discriminatory laws, inter-sectoral coordination, development and update of various policies, protocols, SOPs, and guidelines for multisectoral coordination. Monitor and improve the quality of training of trainers and other programs conducted for sectors. National Programme consultant This programme area is responsible for the overall monitoring and evaluation of sexual health-related programmes, projects, and activities in close liaison with all development partners, and bi-lateral and multi-lateral donors in Sri Lanka. Activities are planned with an integrated approach by the National AIDS Committee technical group and the Senior Management Team of NSACP. Development, Installation of Electronic Data Management System (EIMS), Procurement and maintenance of the EIMS network and Websites/Social media platforms/PIMS and other mobile applications. EIMS won the award for the communicable diseases category at the 4th Commonwealth Awards in 2020. Other important areas include the development of monitoring and evaluation frameworks, surveillance, research, and estimates, training, capacity building and intersectoral coordination for strategic information management. National Programme consultant This programme area is responsible for STI/HIV surveillance to monitor trends and incidence of the disease conditions under the preview of the National STD/AIDS Control Programme (NSACP). In addition, annual HIV burden estimation and Projection, conducting special surveys related to HIV has been entrusted to the Epidemiology and Surveillance programme area. Activities were planned with an integrated approach National AIDS Committee technical group and the Senior Management Team of NSACP. Other important areas include behavioural/integrated biobehavioral surveillance, estimations including PLHIV estimations, and AIDS death review. Also, supervise and monitor the quality of STD, and HIV surveillance and provide technical support for the STD clinic network for surveillance. National Programme consultant This unit is responsible for the overall planning, and implementation of key population interventions for HIV prevention. Key Populations (KP) of interest in the National Strategic Plan are men having sex with men (MSM), female sex workers (FSW), transgender (TG), people who inject drugs (PWID), beach boys (BB), and people in closed settings (prison inmates). Prevention interventions are provided either directly by healthcare workers or by peers through non-governmental or community-based organizations. Activities are planned with an integrated approach by the National AIDS Committee technical group and the Senior Management Team of NSACP. Other important areas include the establishment of KP units, peer outreach activities, and community-based testing. Supervised and monitoring of the quality of KP interventions and provisioned technical support for the STD clinic network for KP interventions. National Programme consultant The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=125:history-of-std-aids-control-in-sri-lanka&catid=2&lang=en&Itemid=294,,"Control of venereal diseases (VD) in Sri Lanka dates back to few hundred years. History records that the first VD clinics were set up in 1886, in Colombo, Kandy and Galle. Even before that the Vagrance ordinance No 4 of 1841, the Contagious Disease Ordinance No 17 of 1867 and the Brothels Ordinance No5 of 1889 were passed in view of controlling venereal diseases. In 1878, Lock Wards were established in Colombo and Kandy to treat women. In 1920, late Sir Winston Churchill visited Ceylon and following this visit control measures were established in a more organized manner and the Ceylon National Council for the control of VD was established. In 1921, a clinic was opened in the Colombo Port for the benefit of sailors. In 1928, Ceylon was a signatory to the Brussels agreement to provide treatment for sailors. Since 1952, measures to control venereal diseases in Ceylon were the responsibility of the Anti VD Campaign. Control of venereal diseases were in existence for a nearly hundred years and in 1949, at the request of the Government of Ceylon, the World Health Organization made available to us the services of a venereal disease consultant, Professor George Leiby. Thereafter under the leadership of Dr S M Laird a venereal disease control team arrived in July 1951 to plan a coordinated programme for Sri Lanka and the Anti Venereal Disease Campaign was established in 1952. Apart from strengthening clinic services, the WHO team recommended certain strategies. Since 1952, routine prenatal and pre employment blood screening was introduced. In 1953, another routine examination that of blood testing of all admissions to the Eye Hospital Colombo was commenced. These strategies have helped in controlling venereal diseases in Ceylon. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=122:key-population-intervention-unit&catid=2&lang=en&Itemid=291,,"This unit is responsible for overall planning, and implementation of Key population interventions for HIV prevention. Key Populations (KP) of interest in the National Strategic Plan are men having sex with men (MSM), Female sex workers (FSW), Transgender (TG), People who inject drugs (PWID), Beach boys (BB) & People in closed settings (Prison inmates). Prevention interventions are provided either directly by health care workers or by Peers through Non-governmental or Community based organizations. KP interventions engaging NGO/CBO & communities are selected based on scientific data including KP size estimation of the district, Case load from STD clinic and Qualitative information & value for money in operating. E.g., presence of hotels, Spas, hot spots, popular tourism market/beaches, external/ internal migration, availability of NGO/CBO and communities or any other information. Sub-Component/s Scope of work  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=121:epidemiology&catid=2&lang=en&Itemid=290,,"This programme area is responsible for the STI/HIV surveillance to monitor trends and magnitude of the disease conditions under the preview of National STD/AIDS Control Programme (NSACP). In addition, annual HIV burden estimation and Projection, conducting special surveys related to HIV has been entrusted to the Epidemiology and Surveillance programme area. Sub-Component/s Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=120:strategic-information-management&catid=2&lang=en&Itemid=288,,"This programme area is responsible for the overall monitoring and evaluation of sexual health related programme, projects, and activities in close liaison with all development partners, and bi-lateral and multi-lateral donors in Sri Lanka. Activities planned with an integrated approach National AIDS Committee technical group and the Senior Management Team of NSACP. Overall planning and implementation of Electronic data management system( EIMS),report generation for end users and estimations are organized time to time. Sub-Component/s Scope of work  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=119:multi-sectoral-coordination-unit&catid=2&lang=en&Itemid=287,,"This unit is responsible for planning, monitoring, evaluation, and implementation of intervention strategies and mainstreaming of STI/HIV concerns to sectors to address risk and vulnerability issues Sub-Component/s Scope of Work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=118:iec-advocacy-and-condom-promotion&catid=2&lang=en&Itemid=286,,"This programme area is responsible for planning and implementation of information, education, communication (IEC), Advocacy and promotion of means of prevention among most-at-risk-populations and general population in Sri Lanka. Scope of work Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=117:laboratory-services-2&catid=10&lang=en&Itemid=289,,"This unit is responsible for the provision of high-quality laboratory services within limits and according to the provisions of the ministry of health, Sri Lanka for the National STD/AIDS Control Programme including antimicrobial resistance surveillance, laboratory quality assurance and infection control. Sub-Component/s Scope of Work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=116:hiv-testing-services&catid=2&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=115:hiv-treatment-care-and-support&catid=2&lang=en&Itemid=284,,"The overall responsibility of this programme area is to provide treatment, care, and support for people living with and affected by HIV/AIDS. Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=114:prevention-of-mother-to-child-transmission-pmtct&catid=2&lang=en&Itemid=283,,"This programme area is responsible for the prevention of mother to child transmission of HIV in Sri Lanka through an integrated approach with the maternal and child health services. Sri Lanka was certified by WHO as a country that has eliminated mother to child transmission of HIV and Syphilis in 2020. Revalidation of the same was done 2021. Sub - component/s - This includes the four ""Prongs"" Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=113:care-for-sexually-transmitted-infections&catid=2&lang=en&Itemid=282,,"The overall responsibility of this unit is to provide quality assured care for people infected or affected by sexually transmitted Infections (STI) through NSACP’s island wide clinic network. Broader areas include treatment and care of STI and prevention of mother to child transmission of STIs, development and update of various policies, protocols, SOPs, and guidelines. Scope of work Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=112:training-and-capacity-building-and-research&catid=2&lang=en&Itemid=281,,"This program area is responsible for the identification, needs assessment, planning, and implementation of strategies and activities for human resource development in the National STD/AIDS Control Programme and partner organizations. These groups include under-graduate and post-graduate trainees in the fields of medicine and other healthcare categories such as nursing officers, public health midwifes, medical laboratory technicians, physiotherapists, and peer educators from men who have sex with men, commercial sex workers, drug users, and beach boys’ groups. Capacity building includes Counselling skills development for care providers. Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=111:financial-management&catid=2&lang=en&Itemid=280,,"Accountant and the team are responsible for the financial management of National STD/AIDS Control Programme (NSACP) under the supervision of the director/NSACP. Financial management is done according to the circulars and regulations of the government of Sri Lanka (GoSL). Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=110:administration&catid=2&lang=en&Itemid=279,,"Director of National STD AIDS Control Program is responsible for the overall administrative functions of the NSACP. The director NSACP supervise the functions carried out by the Administrative Officer, Chief Clerical Officer, and the team. The administrative matters in the National STD/AIDS Control Programme (NSACP) are handled within limits and according to the circulars and regulations of the government of Sri Lanka (GoSL). Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=109:contact-us&catid=2&lang=en&Itemid=119,,"No.29, De Saram place,Colombo 10,Sri Lanka. General Line:+94 112 667 163 Hotline Line:+94 (0) 70 3 733 933 Fax:+94 (0) 11 266 5277 Email:This email address is being protected from spambots. You need JavaScript enabled to view it. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
